,Need_id,Need_tweets
215,592649118910054400,RT @Thekkapoor: @narendramodi List of Doctor and hospital . #earthquake #Nepal http://t.co/pRIPlyrobc
216,592649050484117504,RT @dipakbhattarai: #Nepal Pls Donate blood at blood banks and Hospitals. #earthquake  https://t.co/JRcVmu38vw
217,592650977926377473,"DAMAGE: Houses swept away. Rescue team needed in Gorkha, Gandaki, Western Region, Nepal http://t.co/DFSrJRnFzT #NepalWatch"
218,592652895713112065,"RT @Nepal_Watch: Rescue team needed in Gorkha, Gandaki, Western Region, Nepal http://t.co/DFSrJR64bj #NepalWatch"
219,592657036715937792,Surgical needs are important in the event of an earthquake like #NepalEarthquake http://t.co/bb2IKTCzji
220,592654747175358464,"Collecting Funds For Nepal Earthquake Victims.Be Generous,Pls Donate..Blood,Medicines,Mineral Water,Blankets and... http://t.co/WiD87JVZsc"
221,592656054489591808,"RT @aolnepal: Anybody interested in donating food, medicine, water and sanitation materials for earthquake victims, contact Art... http://t…"
222,592660515886866435,Nepal earthquake: thousands in need of shelter in country little able to cope http://t.co/opdnuixeSB
223,592661298036547585,"#Nepal #Earthquake Victims require #Orthopedic, Neuros, Anaesthetists &amp; Paramedics.
Plz volunteer. 
@ILoveSiliguri  https://t.co/GNVNBINBCf"
224,592668554568282112,"RT @hkvdesaihemant: As per BBC Report Over 3,500 People Died in Nepal EarthQuake.Some Areas Received No Water Food or Help Even On ThirdDay…"
225,592670581960658944,"RT @devasissarangi: hospitals seem to be filling up fast, need 4 mobile/makeshift @PIB_India #NepalQuake #NepalEarthquake #earthquake  http…"
226,592681038150774784,RT @vasudasharma: Earthquake survivors urgently need help. Give lifesaving food today and help @wfp respond. http://t.co/5snX5819mL
227,592683606910365697,"@wheeliesmom Do you understand that there's a water crisis in Nepal because of the earthquake? Nepal needs aid, don't care where from"
228,592683588258308098,"#TeamFollowBack Shelter, fuel, food, medicine, power, news, workers — Nepal's earthquake-hit capital was short on everyth...  #FollowBack"
229,592691802685177856,"Worst case scenario: Earthquake, Living under tents, no electricity, thieves and robbers all around and relatives... http://t.co/a6o0yNTeSd"
230,592692667231907841,"CLICK HERE to support Earthquake in Nepal - Food , Drinking Water, Tent http://t.co/wMIo1T4XSz"
231,592696219954208768,RT @WHO: Surgical needs are important the first weeks following an earthquake like #NepalEarthquake http://t.co/NEvMnxMsNh
232,592697454451171330,RT @Superneha83: Immense shortage of drinking water in #Nepal why hasn't .@CocaCola and .@pepsi stepped in yet? #earthquake
233,592697748400517121,"RT @burke_jason: I'm In Kabre district, 25 miles outside Kathmandu. 100,000 homeless, hospitals down to last 8 hours generator fuel. #earth…"
234,592701296211337220,RT @leprosytalk: Influx of patients to Anandaban Hospital following devastating earthquake in Nepal http://t.co/Xt8bbacyM0 #NepalEarthquake
235,592702488307970048,"National Post Nepal earthquake death toll tops 3700 as locals struggle to find food, water and… http://t.co/SDJjv4xBnR"
236,592713402650333185,"No Internet, no communication to the external world. This #Nepal #Earthquake and aftershocks are really terrible"
237,592712844451434496,"RT @anandamanish: Fight for food water and shelter among nepalese Victims after 3 days long earthquake in nepal
@ibnlive @bbcworld @aajtak"
238,592715035723624448,RT @oxfamgb: A powerful earthquake has hit Nepal. Oxfam is there. We urgently need your help to provide clean water &amp; sanitation. https://t…
239,592716466170003456,"More manpower are required in devasted area, don't moarn and only guard your family. Country needs you #Earthquake #Nepal"
240,592718489711976449,"@jetairways Can u please help delivering 1000 bottles of water to Kathmandu for earthquake victims? If yes, pls share contact details."
241,592723743551692802,RT @rohitkhilnani: BBC News - #Nepal #Earthquake: Victims treated on hospital floor by @yogital http://t.co/2Z9uPifaZd
242,592723609422065664,Earthquake survivors urgently need help. Give lifesaving food today and help @wfp respond. http://t.co/qDAB2IGyl0 http://t.co/qDAB2IGyl0
243,592724828131598336,"we are deprived of homes 
&amp; are on street and basecamps
many are injured
no foods 
no water
#prayfornepal earthquake http://t.co/wBTI6M2VCD"
244,592725390092804099,RT @SoaneeKay: Distributed water purifiers around KTM to the earthquake victims - market out of stock - if anyone know plz let us know. Hel…
245,592727118766862336,"RT @NRaule: Last night, people are searching for tent, at BICC area. No foods, no water.
#earthquake #Nepal http://t.co/6IMSqiQxTc"
246,592738844581240834,"RT @NRaule: Mobile phones are not working, no electricity,  no water in #Thamel, #Nepal.
#earthquake #NepalEarthquake #NepalQuakeRelief"
247,592751186152919042,"RT @janeintheworld: Nepal women's groups need funds for pregnant &amp; lactating mothers, sanitation, food, shelter. Please give http://t.co/CU…"
248,592758358693781504,"We need helpers to raise fund to buy food and water for earthquake victims .. Join us help us :)
1help can save a... http://t.co/dZUCIOjQG7"
249,592764199031406593,"AYON is mobilizing support for #earthquake victims - urgent need of doctors, food supply, water purifier &amp; tent,... http://t.co/uiVKuofa2B"
250,592762143059107840,The @latimes reports on the shortages of power and #safewater in the aftermath of the earthquake in Nepal. http://t.co/TgM8GBdJGJ
251,592801094088192000,"Food, water shortages sparked anger across Nepal as thousands remained in open even three days after worst earthquake http://t.co/WioL3FWehE"
252,592814776121692160,"Relief group heading to North-Dhading tomorrow.
Volunteer Doctors/Medical Professionals Needed.

Contact - 9741311750

#Nepal #Earthquake"
253,592854646819037184,Camping outside hospital to treat patient safely after evacuating hospital #Nepal #NepalEarthquake #earthquake http://t.co/MEcR3srzTs
254,592864673130754048,we need volunteers / tents / and immediately food for the earthquake effected areas if you are interested to help... http://t.co/ikmkKBihOv
255,592867401886257153,RT @WHO: Surgical needs are important the first weeks following an earthquake like #NepalEarthquake http://t.co/NEvMnxMsNh
256,592890587398971392,"RT @GumberInsan: Earthquake in nepal. Plz snd food, clothes nd money to hlp people lik dera sacha sauda is doing http://t.co/uxxUclfvgM"
257,592892823294365696,"Nepal earthquake: Nepal needs the world’s help – this is what you can do
Shelter, food and water are the most... http://t.co/M7gZmMN7Qe"
258,592899669598019584,water scarcity is another challange after earthquake in kathmandu vally. Its hard to find drinking water. #earthquake http://t.co/55NzAMeckM
259,592903734428045313,"""A shortage of vehicle out of Kathmandu valley."" #Nepal #Kathmandu #Transport #Disaster #Earthquake https://t.co/mPkqVDHIRT"
260,592913141228376064,"RT @CNN: Short on supplies, hospitals in Nepal are struggling to treat earthquake victims: http://t.co/hpdp0aQxN5 http://t.co/NnzUT9LhNg"
261,592915598981619712,Nepal Earthquake: Medicines and basic supplies urgently needed http://t.co/G6tlmghs5p
262,592915804259102720,"RT @nytimesworld: Earthquake victims sleeping outside in Nepal, water and food are scarce.  Live updates: http://t.co/Y3e9WWoAUl http://t.c…"
263,592924870603894784,RT @guardian: Nepal earthquake: anger among survivors as food and water in short supply http://t.co/wJRg9NU9IS
264,592929862832099328,"RT @indiawater: Acute crisis of water, power &amp; medical facilities in Nepal after earthquake. This and more water news from last week http:/…"
265,592940006643118081,"MANY DIED, NO LIGHTS, NO WATER, BAD WEATHER, RAINING, UNDER TENT FULL OF HOLES OH LORD WHY DID YOU DO THIS TO OUR COUNTRY?! EARTHQUAKE SUCKS"
266,592941333855109120,"'Eight million' hit by Nepal quake: Eight million people were affected by the Nepal earthquake and 1.4m are in need of food aid, the ..."
267,592942695514902529,"RT @nypost: Nepal’s earthquake-hit capital needs everything: Shelter, fuel, food, medicine, power, news, workers http://t.co/FrptK7k0bR"
268,592943874345074688,Urgent need of volunteer doctors who can assist our Relief Teams working on Ground 0 in Earthquake hit Nepal!... http://t.co/KvNNbhx6ED
269,592948113247113216,"Nepal's PM says earthquake death toll could reach 10,000: Anger among survivors as food and water in short sup... http://t.co/c5HTp2VXlu"
270,592948772767932416,"PLEASE SHARE : NEPAL EARTHQUAKE:

SHUDDHI is in Nepal. We urgently need your help to provide clean water,... http://t.co/HlDt2af9o8"
271,592950462904672256,"#Nepal #Earthquake: Death toll could reach 10,000, says PM Sushil Koirala | Appeals for foreign supplies of tents and medicines."
272,592953631827066880,RT @AyonNepal: Urgently required: we are sending two teams to Sindhupalchok and we need vehicles. Please help. #act4quake #earthquake #Nepa…
273,592952957563379712,"It's almost 100+ times hit by earthquake. No ekectricity, no internet connection, no water, everything has shortage, days are very pitiable."
274,592956917187620865,"Horrifying. Death toll from #earthquake could reach 10,000. 8 million in need, not enough medical supplies+drs &amp; fear of disease outbreak"
275,592956760765370368,"Nepal earthquake toll could reach 10,000, says Nepal PM. ""Govt needs tents, medicines,,,, http://t.co/N7R4EYKGjm"
276,592963047292964864,"""@AyonNepal: Urgent: we are sending two teams to Sindhupalchok and we need vehicles. Please help. #act4quake #earthquake #NepalEarthquake"""
277,592976777447919616,"Please save thousands of survivals of Nepal Earthquake. They are foodless, shelter less, even they dont have... http://t.co/e5L8Z4p4BL"
278,592994813609312256,"Water, food, medical care and electricity are in short supply and there are fears of outbreaks of disease in earthquake affected areas."
279,592996250808528896,SAVING THE STARVING UN says 1.4 million need food after Nepal earthquake http://t.co/dFhlgmtfVV
280,593000262287101953,"Please mobilize the fund. #Earthquake survivor are dying as they haven't receive any food, medicine #pray4nepal  https://t.co/bqbgJGqS2F"
281,593000419669856256,"Earthquake survivors in Nepal urgently need help. To Make an emergency donation for food, click below.... http://t.co/cexCHhPneB"
282,592999263011020802,"3Novices:SAVING THE STARVING UN says 1.4 million need food after Nepal earthquake http://t.co/XT3nCHYgYB April 28, 2015 at 03:24PMFor inf…"
283,593004681263185920,"5 hours ago.A boy injured in the Nepal earthquake slept on the ground outside a hospital in Dhading Besi, .“Phone lines are down."
284,593010224425873410,"No electricity, no internet &amp; aftershock after aftershock.

We are having a hard time. But thankfully safe &amp; sound. #earthquake #Nepal #Day4"
285,593012370605146112,"RT @being_raam: Emergency Alert 
Please support antibiotics and IV sets for earthquake victims being treated in Gandaki Medical College.984…"
286,593021299733082112,"Still people are panic. Need more help, more volunteer. May god will stop the situation. #earthquake #EarthquakeAgain  #NepalEarthquake"
287,593032622663704577,CALLING FOR HELP!! No food &amp; water has been reach Maal pokheri dhobighat-4 till now #Earthquake #PleaseHelpNepal #HELPNEPAL #pray4nepal
288,593052501068390400,"Nepal earthquake: UN says 8 million affected - 1.4 million people are in need of food assistance, says UN http://t.co/6XX9LNhGEF"
289,593056900264042498,"Appeal:victims of earthquake needs materials(tents,blankets,medicine) rather than money so all nations and organization help with materials"
290,593056467512504320,"RT @lauriejlee: Nepal earthquake: 1151 declared dead. Urgent need for temporary shelter, support to children, older people, pregnant and la…"
291,593069229315739649,#Camp management is a serious need to provide adequate support to #earthquake victim in #nepal http://t.co/6IjtGAafBN
292,593069740496703489,"Eight million people have been affected by the massive earthquake in Nepal, and 1.4 million are in need of food... http://t.co/wkYAJOKA69"
293,593085418175733760,"Nepal earthquake: Death toll crosses 5,000; shortage of food, medicine, shelter http://t.co/iMjIJ4cpCx"
294,593090410349735936,"RT @Floordevriess: Need for helicopters in #Langtang! Dutch travelers need to be rescued, please share. #nepal #earthquake #rescue http://t…"
295,593095507100110850,"RT @insan_shweta: The 7.9 earthquake dat hit nepal has dstroyed buildings, cellphone netwrks r down nd power is out @Gurmeetramrahim #MSGHe…"
296,593094051534020608,"After Earthquake, ppl need drinking water, food, medicine n shelter but #SoulVultures r selling Christianity. Jesus must b crying"
297,593102921081884672,Nepal surgeons struggle to help victims of powerful earthquake http://t.co/O1ALrr9CH2
298,593103590383702016,"Nepal's PM says earthquake death toll could reach 10,000: Anger among survivors as food and water in short supply, while rescue teams..."
299,593101843179253760,"Help earthquake victims of Nepal: we need ""Tents"" only no more now -victims of sindu... http://t.co/OQLY6NASev"
300,593104244867080192,"Contribute towards procuring life-saving , light-weight water filters for the survivors of Nepal earthquake - http://t.co/VmOg7YVM3u"
301,593112015398273024,RT @_dpaj: #itv Nepal earthquake: Survivors struggle for food and water amid chaotic recovery operation http://t.co/Kq62brvhKh
302,593114034611757056,"RT @GumberInsan: Earthquake in nepal. Plz snd food, clothes nd money to hlp people lik dera sacha sauda is doing http://t.co/uxxUclfvgM"
303,593136697279270912,01:00am.. No electricity.. Thunderstorm.. Plz god! Dont let earthquake tremors come at this damn scary time! 🙏🙏📉📉
304,593152241361489920,"RT @CNN: Short on supplies, hospitals in Nepal are struggling to treat earthquake victims: http://t.co/hpdp0aQxN5 http://t.co/NnzUT9LhNg"
305,593151339007348736,Help earthquake victims at Anandaban Leprosy Hospital Nepal. Contact The Leprosy Mission International Geoff Warne geoffw@tlmint.org
306,593178065209032704,"RT @BethEva73595912: Please check out what @Khalsa_Aid working in Nepal require to assist the Nepalese Earthquake disaster, please help. ht…"
307,593185970117193728,@akshaykumar sir thanks to earthquake effected nepali people... Really they have nothing now.. No medicine no water and no food @cheenaagha
308,593217309898108931,3Novices:Hospital Struggles to Care for Earthquake Victims http://t.co/YbwATplUnC
309,593217603226570752,RT @WSJLive: A hospital near Nepal's Katmandu is struggling to care for earthquake victims: http://t.co/O3m5vYI95L
310,593234271386640384,"RT @burke_jason: I'm In Kabre district, 25 miles outside Kathmandu. 100,000 homeless, hospitals down to last 8 hours generator fuel. #earth…"
311,593230350236700672,"RT @dna: Live | Nepal Earthquake: Death toll exceeds 5000; power cut, lack of communications hamper relief efforts http://t.co/NOrC9kdW6O"
312,593240387453472768,"RT @tulashah: 5th day..no electricity.. unable to charge mobile, continuous scarcity of water, ..diarrhoea problem in kids...#KTM life afte…"
313,593239774627897344,"The deadliest earthquake has ruin Nepal. 8 millions people are affected . People need more relief materials like food, tent and medical care"
314,593246695284051970,#danone #Amul #nestle plz send the tetra pack milk to the hungry kids in #Nepal #earthquake. use part of your marketing fund for this cause
315,593276326779293696,"@AlexButtner_28 Please help victims from  #Nepal_Earthquake_2015. Food, shelter, medicine and other needs are scarce. Help raise the funds."
316,593287057251770368,RT @charitywater: People in Nepal need our help. Donate at http://t.co/4gEX4hY2dD and 100% will fund earthquake relief and recovery. http:/…
317,593283951633911808,Please RT. #Volunteers need to help devastating earthquake affected people in #NepalEarthquake #NepalQuake #Nepal  https://t.co/lMP9QilbPE
318,593293651230347265,news:UN says 1.4 million people victimized by Nepal earthquake need food assistance - Fox News http://t.co/QLfdI9nkfu
319,593297257417428993,"BBC: Help has begun to reach remote regions of Nepal affected by Saturday's earthquake, but many remain in desperate need of food and water."
320,593297004559609856,Urgently required: we are sending two teams to Sindhupalchok and we need vehicles. Please help. #act4quake #earthquake #NepalEarthquake
321,593302132373200896,"Need at least 10 tents for our volunteers camping for Nepal Earthquake relief. 
If you have one lying in your... http://t.co/qlIBR3PHrX"
322,593301539592085504,@WHO :Surgical needs are important the first weeks following an earthquake like #NepalEarthquake http://t.co/Lws8SOlaff
323,593304648280211458,"""Dignity kit"" to the Earthquake victims. 

Anyone willing to help. Pls do contact🙏 
Everyone searches for food but health comes first🙏"
324,593303847851991040,"Need baby milk powder (Lactogen) and baby foods (Cerelac) in bulk for Nepal Earthquake relief.
Can anyone help us... http://t.co/zKZYnx4fUZ"
325,593315664061865984,"Nepal Earthquake Toll may cross 10,000. It needs Food/Water/Shelter. But Gideon Intnl sends 100,000 copies of Bible for soul harvesting. :("
326,593337397351321601,"Nepal earthquake: Urgent need for water, sanitation and food: http://t.co/4z7ycAL7IC"
327,593349808867250176,"RT @UN_Water: NEPAL EARTHQUAKE: URGENT NEED FOR WATER, SANITATION AND FOOD http://t.co/X67fDsVAm5 http://t.co/KPXEw1c3ts"
328,593349986680614912,"@yadavakhilesh well done Sir, people affected by earthquake in Nepal are need of food water medicine assistance."
329,593355624823529472,@cnni @cnnmoney where Going all AID Help Food Etc? Its 5 days Of EarthQUAKE still we Can't got anything.nobody care in rural area
330,593355162850172928,"@INFnepal tries to get blankets,tents &amp; food for the Earthquake affected areas. But hard to get supplies in Pokhara http://t.co/u89UpvhuQU"
331,593359070205194240,"A hospital struggles to care for earthquake victims in Dhulikhel, a small town southeast of Katmandu : http://t.co/jGqUu8mEFu"
332,593362166448685056,"Earthquake victims of Nepal who are in the rural hill areas need shelter, food, medicine and water."
333,593363720757063680,#Nepal require four people sized tents #earthquake
334,593377453952913408,"PLEASE HELP NEPAL EARTHQUAKE VICTIMS AND SEND CLOTHES, FOOD , MEDICINES"
335,593387024406556674,RT @circleofblue: Nepal earthquake may have damaged hydropower dams; inspections need to be conducted: @HydroWorld http://t.co/F9GcPFLnao
336,593389423603150849,"Recent Photos Around Gongabu, Kathmandu ... It's fifth day after earthquake, no electricity, no internet,lack of... http://t.co/T3iUhia1eS"
337,593419752896237569,Water Scarcity at Valley !!! every hands wants at least one bottle drinking water !!! #earthquake #NepalQuake http://t.co/Mb2EP4kOY4
338,593424989690449920,Nepal earthquake: anger among survivors as food and water in short supply http://t.co/mG1xD9ZMe6
339,593437118413705216,news:Nepal earthquake homeless urgently need tents; death toll above 5000 - CNN http://t.co/rPxdzV2Kq0
340,593435359234494464,Inside Nepal’s Next Challenge: Overflowing Hospitals http://t.co/lyLtDQHMvo #Uncategorized #Earthquake
341,593442445464973312,"CNN: Nepal earthquake homeless urgently need tents; death toll above 5,000 http://t.co/DjdzQ5pTeW"
342,593440045861711872,"If you are a doctor interested to help in Nepal, contact us today at helpnepal@curofy.com #Nepal #HelpNepal #Earthquake #NepalQuakeRelief"
343,593448292475801600,"RT @KirschenbaumJ: 300 beds, 800 patients: A hospital near Katmandu struggles to care for Nepal earthquake victims. http://t.co/i4lQf2Hf9r"
344,593449277092864000,"RT @Samridhip: If anyone is willing to help,please provide us face masks,sanitizers,sanitary pads #earthquake #nepal #NepalEarthquake  #rel…"
345,593452475740327936,Nepal earthquake: fears grow over fate of thousands near epicentre Villagers plead for food after an aid... http://t.co/HnBI9aHB6E
346,593454375097344000,Willing to help us Nepal earthquake victims then contact me. I'm not asking for fund we need here tents and blankets 9851061866 #NepalQuake
347,593454311083876352,#Nepal #earthquake Help out! Give to Nepal Relief Fund - #donate for Food and Water http://t.co/p61KNiTp5x.
348,593458870380433408,Nepalese earthquake survivors struggling in hospital. #NepalEarthquake #NepalQuakeRelief http://t.co/aitTdHaYlE
349,593463245685575681,"@ShaneWarne Plz shout for help to the earthquake victims of Nepal. Need TENTS, lotts of TENTS. Homes demolished. Under empty sky as it rains"
350,593461448497500162,"@KP24 Plz shout for help to the earthquake victims of Nepal. We need TENTS, lotts of TENTS. Homes demolished. Under empty sky as it rains"
351,593464777290166274,"http://t.co/Ic0SBDseLQ : Nepal earthquake: Death toll crosses 5000; shortage of food, medicine, shelter – Zee News …"
352,593468462577668096,RT @aolon: Hospital struggles to care for #Nepal earthquake victims (VIDEO) http://t.co/naPXNIsZZY
353,593484948889280512,"RT @curofy: If you are a doctor interested to help in Nepal, contact us today at helpnepal@curofy.com #Nepal #HelpNepal #Earthquake #NepalQ…"
354,593490208475209728,"RT @GlobalFundWomen: Nepal women's groups need funds for shelter, sanitation, food, pregnant &amp; lactating mothers. Give now: http://t.co/G9Z…"
355,593488742368813057,"8mn affected by #earthquake  , 1.4mn in need of food ! @UN"
356,593503999673765888,"Need half millions long lasting tent to support earthquake victims.
http://t.co/rLtuaG0UoY"
357,593590429670514688,Google News :  Nepal earthquake: Homeless urgently need tents; death toll above 5200 - CNN http://t.co/DzQNyzq9yt
358,593597730829701120,"Nepal earthquake: Homeless urgently need tents; Death toll above 5,200: Kathmandu, Nepal: Half a million tents... http://t.co/vsJEbFlxVo"
359,593603982410514432,"Nepal earthquake: A desperate need for tents, shelter - http://t.co/eDnNeDpTtD http://t.co/7APxjplYBk | http://t.co/l1n0lAnjQV #AllTheNews"
360,593598254467719168,"Nepal earthquake: Homeless urgently need tents; Death toll above 5,200
Read More &gt;&gt;... http://t.co/42B4VaQ9rO"
361,593622489017618432,"NEPAL EARTHQUAKE UPDATE
[Video] Day Five - Kathmandu hospital flooded with new casualties, reports ITV's Mark Austin
http://t.co/ELlp0dOMJP"
362,593643207159713792,kalanki (malpot ground...cottage tent....) #nepal #earthquake #NepalEarthquake  more tent &amp; drinking water #help
363,593648151392694272,#topnews Nepal Earthquake: Hilltop Hospital Overflowing Out on to Streets: There is no supply chain bottleneck... http://t.co/Q9flXsg3uR
364,593647037628854273,"RT @attorneybharti: We need tents, dry foodstuffs, bottled water, blankets, medicine for nepal earthquake victims
raincoats, rainboots for …"
365,593656985276538880,Nepal Earthquake: Hilltop Hospital Overflowing - There is no supply chain bottleneck in this hard to reach area of... http://t.co/CGJc72j4d0
366,593662170170175488,"help to give food, water and tent for Earthquake Survivors Give to Nepal Relief Fund - for Food and Water http://t.co/p61KNiTp5x."
367,593660153938870272,#DONATE @NepalRelieffund Relief Fund - need Food and Water for Earthquake Survivors http://t.co/p61KNiTp5x
368,593661809468448768,"need food, water, tent  for Nepal Earthquake Survivors @NepalRelieffund  http://t.co/p61KNiTp5x http://t.co/C1QDZnWYry"
369,593672911321485312,"We heartily appreciate your contribution towards our earthquake relief fund.
We urgently require 10000 Pcs Tents,... http://t.co/6oaGlWlCjK"
370,593680413379268608,"RT @ukilnarayan: Earthquake victim of Nepal need food, cloths, shelter not bible. Please stop this stupid relief work."
371,593679586451333120,Nepal facing acute shortage of water due to the earthquake and the Delhi Police having to use water cannons in order to pacify the crowd.
372,593685210903945216,Donate for Earthquake Survivors Give to Nepal Relief Fund-for Food and Water need urgent http://t.co/QRRfuqMdbT funds on #indiegogolife
373,593697911294267392,got electricity yesterday. cable and internet is still not working. earthquake tremors continue
374,593703617497935873,"RT @abhayrajput101: #MSGHelpEarthquakeVictims 
Nepal earthquake: Homeless urgently need tents; death toll above 5,500 http://t.co/9xMrgkkbPX"
375,593712885525655552,"Nepal earthquake tragedy exposes Soul Vultures. Idiots, they need food, shelter and Docs. Not Bible!     
http://t.co/Vu9yR7xSyv"
376,593715088348971008,"People are in need for tents everywhere, we are failing to meet their demands #frustrating# nepal earthquake #scatteredreliefwork"
377,593716049373069313,Any places to buy tents and blankets? We want to buy them. #nepal #earthquake
378,593721829774229504,"water is the most necessary fundamental needs but please guys careful using it ,especially at this time #Earthquake #nepal"
379,593726830189809664,#Nepal Earthquake Survivors need your help. Help out! Give to Nepal Relief Fund - for Food and Water need urgent http://t.co/p61KNiTp5x.
380,593741871031001088,"RT @insan_shweta: The 7.9 earthquake dat hit nepal has dstroyed buildings, cellphone netwrks r down nd power is out @Gurmeetramrahim #MSGHe…"
381,593742100589514752,Request Backup Power for Earthquake Relief http://t.co/VkhOUw6kMm
382,593745793418334210,homeless earthquake survivors need your support.Give to Nepal Relief Fund-for Food and Water http://t.co/p61KNiTp5x. http://t.co/mPHemF9pcx
383,593743633347530752,"need #food,#water,#tent and #medicine for Nepal earthquake survivors.Give to Nepal Relief Fund -  http://t.co/p61KNiTp5x."
384,593760288358301696,#Nepal earthquake has left millions of people needing urgent food and water  #donate  Give to Nepal Relief Fund -  http://t.co/p61KNiTp5x.
385,593763103105363968,save the #earthquake #survivors Help out! Give to Nepal Relief Fund -for Food and Water need urgent http://t.co/p61KNiTp5x.  #donate #donate
386,593762597201018880,"Nepal earthquake: Urgent need for water, sanitation and food: http://t.co/FaHeNMXMgC"
387,593774196078981120,#NepalRelieffund join hands for earthquake survivors  Give to Nepal Relief Fund - for Food and Water need urgent http://t.co/p61KNiTp5x.
388,593788779044941824,Tents required for Kathmandu | Nepal Earthquake 2015 http://t.co/umNFhizG1p
389,593812883563118592,#earthquake #survivors needs your support. Help out! Give to Nepal Relief Fund - for Food and Water need urgent http://t.co/p61KNiTp5x.
390,593843745444900865,consider here to Support #Nepal earthquake survivors Help out!Give to Nepal Relief Fund-for Food &amp;Water need urgent http://t.co/p61KNiTp5x.
391,593846138601545729,Nepal earthquake: Humanitarian emergency looms as 1.5 million people face food shortages -... http://t.co/IyytsqHPjn http://t.co/pcNQHxfP1V
392,593893948873113601,"RT @GHhub: U.N., Partners Launch $415M Appeal For Nepal Earthquake Aid; Thousands In Need Of Food, Water... http://t.co/k6HURdXI08 @KaiserF…"
393,593927918645940224,"RT @worldtoiletday: Nepal earthquake: Urgent need for water, #sanitation and food: http://t.co/uOb6Hq81pY #NepalEarthquake @UNICEF @UN_Water"
394,593936369015083008,RT @jyotis92: @mesam0620 anybody providing tent? I get painful massage from a Dalit basti close to bhudanilkantha#earthquake
395,593966552833200128,Need few tents for a village in kyakmi syangja. Anybody know where I can get them??? #quakenepal #nepal #earthquake
396,593983825316806656,We need wheelchair for the insured victims of recent earthquake in Nepal. Please help us to do it.
397,593979991127240705,"We are in need of at least two tents to support the earthquake victims and unable to get, can any one suggest... http://t.co/C78RGSzy2E"
398,593988794837118978,RT @shikhagautam: #Nepal earthquake - huge requirement of food &amp; water in smaller villages outside the cities. RT &amp; tag NGOs/individuals/or…
399,594010526281150464,Nepal's biggest #earthquake tragedy. Help them Help out! Give to Nepal Relief Fund - for Food and Water need urgent http://t.co/p61KNiTp5x.
400,594007722766376960,"Plz RT
#Appeal #Earthquake #ReliefNepal #PrayForNepal #charity on 10/5/@pumproom1 Medicines clothes anything welcome https://t.co/liIWAQ5WZb"
401,594009258175266816,give your #helping #hand for earthquake victims Help out! Give to Nepal Relief Fund - for Food and Water need urgent http://t.co/p61KNiTp5x
402,594010644027871232,"RT @climb7moniz: #earthquake Desperation n Rowaling Valley, NP. Urgent village needs rice, sugar, pads, potatoes by HELI. Anyone Help? @dzi…"
403,594021012833861632,come #together to aid in Nepal’s earthquake recovery efforts. Give to Nepal Relief Fund-for Food  &amp;Water need urgent http://t.co/p61KNiTp5x.
404,594044768314912769,#Nepal earthquake tragedy losses thousands of people. Help out!Give to Nepal Relief Fund-for Food &amp; Water need urgent http://t.co/p61KNiBOdZ
405,594053481226510336,"There is a need of at least 50,000 tents
in Gorkha but It has received only 3,500 tents #NepalQuake #earthquake"
406,594064520315674625,Help out! to raise fund for #earthquake survivors. Help out! Give to Nepal Relief Fund -for Food &amp; Water need urgent http://t.co/p61KNiTp5x.
407,594132407646887937,"Nepal earthquake: No food, no clothes, no shelter, say locals from Gorkha district at the epicentre of quake. We... http://t.co/NbhBYilcDl"
408,594158584868380673,"after 7days of earthquake! people are still crying, sleeping in rain, lack of food and water! hope it was dream but this all happens to us!"
409,594178932854816768,#Nepal: Nepal: Nepal Earthquake: Urgent need for food and emergency shelters http://t.co/jGs4FfvW4y #crisismanagement
410,594230058430017537,provide food for earthquake survivors #donate Help out! Give to Nepal Relief Fund - for Food &amp; Water need urgent http://t.co/p61KNiTp5x.
411,594264085983662081,Power Outages Plague Nepal: Darkness descended on much of Nepal after a powerful earthquake rattled the countr... http://t.co/VqVRc63Bth
412,594330277389807616,#Nepal Earthquake: Villagers in the remote community of Ghyangphedi fear hunger and #starvation http://t.co/RvkgPojm83 via @TIMEWorld
413,594325981130719232,Can anyone say where is the PVC pan available to construct temporary toilets for the earthquake victims? Searched upto Muzaffarpur not foun…
414,594335723571978240,"We have no home ,no food and no water cause of Earthquake in Nepal. If you are interested to help please contact to us from your countries."
415,594337853275906048,"Help. But help smartly | A week after earthquake, Nepal still needs tents, food  http://t.co/8oe40WtEVU"
416,594343997365030913,"RT @engineerkoghar: Desperate need of IT volunteers
Pradeep Ghimirey : 9819395223
Pradeep Bista : 9841873396
http://t.co/QqhvQYsVFE
#opeart…"
417,594344566196604928,"A big thank for supporting #earthquake victims. Millions of #children and victims are in need of urgent shelter,foods http://t.co/2dBEcXySWN"
418,594357019219337216,Earthquake Support Volunteers Need! contact:  questvolunteer@wlink.com.np http://t.co/vZVQDGfD2Y
419,594362503137656833,"A week after earthquake, Nepal still needs tents and food: Nepal's government renewed its appeal to internatio... http://t.co/d6XWqouvbh"
420,594355694020784129,"SINDHUPALCHOWK DISTRICT-WIDE ASSESSMENT | 200 VOLUNTEERS NEEDED

In the wake of the recent earthquake in Nepal... http://t.co/ayENgbvJcZ"
421,594376527548059650,"RT @OperationRelief: #OperationRelief #NepalEarthquake #Nepal #Earthquake
2-3 doctors are necessary at Sindhupalchowk, Nawalpur 11KM... htt…"
